PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, IGS08,,,,,,
4-character ID, P316,,,,,,
Station name, RequaYurokCN2006,,,,,,
Begin Date, 2006-07-01,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, P316.pbo.igs08.pos,,,,,,
Offset from source file, -3.66 mm North, -46.25 mm East, -3.42 mm Vertical,,,,
Reference position, 41.5591334341 North Latitude, -124.0861440056 East Longitude, 234.98198 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
2012-01-07,-12.25,-74.06,-8.25,2.06,1.62,7.14, repro
2012-01-08,-12.3,-73.4,-3.07,2.06,1.64,7.16, repro
2012-01-09,-11.92,-73.66,-3.86,2.13,1.67,7.29, repro
2012-01-10,-11.9,-72.58,-1.04,2.12,1.66,7.36, repro
2012-01-11,-11.59,-73.71,-9.17,2.03,1.6,7, repro
2012-01-12,-12.69,-73.78,-3.51,2.04,1.63,7.08, repro
2012-01-13,-12.45,-73.79,-3.34,2.05,1.63,7.14, repro
2012-01-14,-13.26,-73.6,-4.89,2.05,1.6,7.13, repro
2012-01-15,-12.1,-73.82,-5.51,2.24,1.74,7.77, repro
2012-01-16,-10.98,-74.22,-4.65,2.07,1.63,7.27, repro
2012-01-17,-12.73,-73.55,-3.72,3.08,2.62,11.13, repro
2012-01-18,-12.5,-73.63,-0.82,2.08,1.65,7.35, repro
2012-01-19,-14,-74.36,6.78,3.1,2.64,11.3, repro
2012-01-20,-12.49,-75.7,3.5,2.14,1.68,7.58, repro
2012-01-21,-11.56,-74.3,6.93,2.25,1.76,7.92, repro
2012-01-22,-11.84,-75.34,-1.67,2.13,1.67,7.51, repro
2012-01-23,-12.07,-76.01,-0.33,2.16,1.71,7.67, repro
2012-01-24,-12.66,-74.86,-4.79,2.11,1.65,7.39, repro
2012-01-25,-10.91,-73.7,-4.3,2.38,1.81,8.3, repro
2012-01-26,-11.34,-74.4,-6.88,2.11,1.65,7.4, repro
2012-01-27,-10.6,-73.6,-10.14,2.1,1.66,7.38, repro
2012-01-28,-10.65,-72.93,-11.13,2.06,1.61,7.19, repro
2012-01-29,-12.22,-73.49,-6.19,2.05,1.58,7.14, repro
2012-01-30,-12.87,-72.94,-1.99,2.11,1.63,7.41, repro
2012-01-31,-11.17,-73.22,-7.74,2.11,1.61,7.31, repro
2012-02-01,-13.01,-74.61,-1.67,2.12,1.63,7.38, repro
2012-02-02,-11.74,-73.17,-9.65,2.11,1.67,7.32, repro
2012-02-03,-11.67,-73.61,-4.69,2.08,1.62,7.16, repro
2012-02-04,-12.16,-74.49,-9.03,2.12,1.64,7.31, repro
2012-02-05,-12.84,-74.16,-5.05,2.08,1.59,7.25, repro
2012-02-06,-13,-76.16,-5.42,2.05,1.56,7.14, repro
2012-02-07,-13.41,-74.73,-4.62,2.11,1.59,7.39, repro
2012-02-08,-11.38,-74.76,-6.55,2.09,1.59,7.3, repro
2012-02-09,-12.09,-74.75,-5.13,2.19,1.67,7.56, repro
2012-02-10,-12.74,-76.58,-2.04,2.2,1.66,7.55, repro
2012-02-11,-13.07,-75.59,-4.93,2.12,1.6,7.29, repro
2012-02-12,-14.32,-76.31,-4.06,2.1,1.6,7.29, repro
2012-02-13,-12.6,-75.94,-4.74,2.2,1.66,7.69, repro
2012-02-14,-13.2,-75.75,-4.21,2.06,1.57,7.11, repro
2012-02-15,-13.24,-75.36,-2.68,2.15,1.65,7.43, repro
2012-02-16,-12.85,-74.47,-9.53,2.12,1.63,7.33, repro
2012-02-17,-11.78,-74.69,-8.3,2.11,1.61,7.28, repro
2012-02-18,-12.65,-75,-8.58,2.16,1.65,7.48, repro
2012-02-19,-13.55,-75.96,-7.98,2.09,1.59,7.15, repro
2012-02-20,-13.1,-74.82,1.95,3.51,2.8,12.29, repro
2012-02-21,-13.01,-75.45,-2.54,2.13,1.61,7.38, repro
2012-02-22,-13.08,-75.99,-7.77,2.21,1.68,7.78, repro
2012-02-23,-11.88,-76.29,0.36,2.17,1.68,7.58, repro
2012-02-24,-13.04,-76.04,-9.29,2.12,1.61,7.33, repro
2012-02-25,-13.06,-76.67,-9.47,2.22,1.72,7.86, repro
2012-02-26,-11.39,-75.55,-11.11,2.04,1.55,7.08, repro
2012-02-27,-12.01,-76.34,-7.92,2.12,1.62,7.36, repro
2012-02-28,-11.28,-76.37,-4.76,2.14,1.63,7.43, repro
2012-02-29,-12.63,-77.04,2.06,2.15,1.64,7.48, repro
2012-03-01,-12.38,-75.91,-3.09,2.21,1.69,7.65, repro
2012-03-02,-12.45,-75.02,-11.65,2.13,1.62,7.32, repro
2012-03-03,-11.08,-74.45,-9.85,2.08,1.58,7.2, repro
2012-03-04,-11.23,-74.75,-13.09,2.07,1.58,7.16, repro
2012-03-05,-12.02,-75.99,-4.78,2.08,1.58,7.18, repro
2012-03-06,-10.97,-76.62,-5.84,2.13,1.63,7.38, repro
2012-03-07,-11.14,-77.01,-2.6,2.07,1.57,7.15, repro
2012-03-08,-10.78,-74.7,-10.62,2.07,1.57,7.11, repro
2012-03-09,-10.1,-75.25,-6.45,2.1,1.58,7.18, repro
2012-03-10,-10.95,-75.27,-4.36,2.17,1.66,7.46, repro
2012-03-11,-11.52,-75.94,-2.44,2.17,1.65,7.5, repro
2012-03-12,-12.45,-76.95,3.47,2.09,1.6,7.21, repro
2012-03-13,-11.91,-77.33,1.86,2.17,1.65,7.62, repro
2012-03-14,-11.66,-75.96,-3.63,2.06,1.59,7.16, repro
2012-03-15,-11.66,-77.35,-0.97,2.15,1.67,7.53, repro
2012-03-16,-10.84,-78.22,-3.4,2.13,1.64,7.39, repro
2012-03-17,-11.99,-77.05,-2.11,2.15,1.64,7.36, repro
2012-03-18,-12.64,-76.75,-0.46,2.18,1.66,7.52, repro
2012-03-19,-11.45,-75.38,-3.23,2.09,1.59,7.29, repro
2012-03-20,-12.66,-77.03,-1.8,2.08,1.61,7.26, repro
2012-03-21,-12.38,-76.97,-5.99,2.16,1.67,7.51, repro
2012-03-22,-9.58,-76.83,-11.96,2.18,1.69,7.53, repro
2012-03-23,-11.15,-76.17,-5.91,2.07,1.59,7.12, repro
2012-03-24,-12.56,-77.39,-6.78,2.08,1.6,7.16, repro
2012-03-25,-12.09,-76.99,-6.9,2.08,1.6,7.18, repro
2012-03-26,-13.33,-77.06,-5.38,2.11,1.6,7.24, repro
2012-03-27,-14.8,-78.8,-0.2,2.08,1.61,7.29, repro
2012-03-28,-12.73,-77.63,0.93,2.25,1.72,7.75, repro
2012-03-29,-13.63,-77.14,-2.2,2.07,1.61,7.19, repro
2012-03-30,-13.22,-77.01,0.91,2.14,1.63,7.39, repro
2012-03-31,-13.05,-77.44,1.93,2.16,1.64,7.48, repro
2012-04-01,-12.57,-75.87,-4.68,2.14,1.63,7.38, repro
2012-04-02,-11.2,-74.65,-4.88,2.08,1.59,7.23, repro
2012-04-03,-11.58,-77.03,-4.65,2.11,1.6,7.28, repro
2012-04-04,-12.26,-75.6,-11.38,2.22,1.68,7.59, repro
2012-04-05,-13.16,-76.24,-4.54,2.16,1.65,7.39, repro
2012-04-06,-12.65,-76.74,-8.29,2.04,1.56,6.99, repro
2012-04-07,-11.97,-76.91,-9.52,2.13,1.6,7.31, repro
2012-04-08,-13.3,-76.66,-4.87,2.21,1.67,7.6, repro
2012-04-09,-13.14,-77.53,-11.93,2.15,1.63,7.39, repro
2012-04-10,-13.78,-77.53,-13.13,2.13,1.62,7.29, repro
2012-04-11,-12.58,-77.42,-5.79,2.21,1.68,7.59, repro
2012-04-12,-14.09,-76.76,-2.4,2.17,1.69,7.67, repro
2012-04-13,-12.02,-77.18,-3.11,2.12,1.64,7.35, repro
2012-04-14,-10.73,-77.14,-9.24,2.06,1.58,7.17, repro
2012-04-15,-12.73,-76.12,-8.25,2.08,1.6,7.21, repro
2012-04-16,-12.8,-77.5,-13.65,2.16,1.66,7.57, repro
2012-04-17,-12.77,-77.4,-12.96,2.13,1.63,7.43, repro
2012-04-18,-12.56,-77.61,-8.87,2.18,1.66,7.59, repro
2012-04-19,-11.76,-76.87,-7.86,2.11,1.63,7.37, repro
2012-04-20,-13.31,-76.87,-7.65,2.1,1.65,7.43, repro
2012-04-21,-12.4,-77.4,-7.35,2.07,1.6,7.24, repro
2012-04-22,-12.84,-77.86,-11.45,2.17,1.66,7.56, repro
2012-04-23,-13.64,-78.37,-5.14,2.1,1.6,7.33, repro
2012-04-24,-12.9,-76.99,-4.68,2.22,1.71,7.74, repro
2012-04-25,-13.57,-77.88,-4.15,2.18,1.68,7.59, repro
2012-04-26,-13.84,-76.49,-6.24,2.18,1.67,7.6, repro
2012-04-27,-11.98,-77.09,-8.52,2.25,1.71,7.77, repro
2012-04-28,-13.22,-77.35,-12.13,2.12,1.65,7.4, repro
2012-04-29,-12.1,-76.6,-8.82,2.1,1.63,7.3, repro
2012-04-30,-14.1,-77.53,-7.83,2.18,1.68,7.6, repro
2012-05-01,-14.9,-78.31,-5.41,2.11,1.64,7.34, repro
2012-05-02,-12.85,-77.5,-6.72,2.14,1.67,7.47, repro
2012-05-03,-11.46,-76.85,-10.17,2.2,1.68,7.56, repro
2012-05-04,-12.04,-77.57,-11.2,2.11,1.65,7.35, repro
2012-05-05,-12.73,-77.4,-18.96,2.05,1.6,7.11, repro
2012-05-06,-12.04,-77.32,-13.6,2.09,1.64,7.3, repro
2012-05-07,-13.34,-77.86,-10.83,2.1,1.63,7.27, repro
2012-05-08,-13.17,-76.58,-8.78,2.12,1.66,7.5, repro
2012-05-09,-12.4,-78.57,-8.25,2.17,1.66,7.59, repro
2012-05-10,-13.2,-78.36,-11.24,2.1,1.63,7.33, repro
2012-05-11,-12.92,-77.79,-8.43,2.06,1.6,7.17, repro
2012-05-12,-13.27,-78.1,-7.5,2.06,1.61,7.22, repro
2012-05-13,-15.48,-77.9,-3.6,2.1,1.62,7.29, repro
2012-05-14,-13.03,-77.41,-15.44,2.19,1.67,7.65, repro
2012-05-15,-12.01,-77.76,-18.03,2.15,1.65,7.5, repro
2012-05-16,-13.95,-79.24,-11.49,2.14,1.64,7.49, repro
2012-05-17,-14.63,-78.97,-4.48,2.16,1.65,7.58, repro
2012-05-18,-13.65,-78.88,-4.81,2.1,1.62,7.34, repro
2012-05-19,-15.27,-78.92,-9.39,2.16,1.66,7.56, repro
2012-05-20,-14.96,-78.88,-8.19,2.13,1.64,7.47, repro
2012-05-21,-13.82,-78.89,-12.89,2.32,1.78,8.17, repro
2012-05-22,-15.16,-77.85,-5.68,2.24,1.71,7.83, repro
2012-05-23,-13.76,-77.81,-2.9,2.16,1.66,7.59, repro
2012-05-24,-15.11,-78.85,3.7,2.21,1.71,7.69, repro
2012-05-25,-15.67,-79.99,-4.2,2.18,1.67,7.53, repro
2012-05-26,-15.61,-79.29,-3.54,2.13,1.64,7.47, repro
2012-05-27,-14.43,-78.81,-5.8,2.15,1.65,7.49, repro
2012-05-28,-14.26,-78.85,-4.63,2.14,1.66,7.53, repro
2012-05-29,-14.53,-77.63,-4.36,2.11,1.64,7.4, repro
2012-05-30,-15.7,-78.35,-10.02,2.18,1.69,7.61, repro
2012-05-31,-14.15,-78.75,-8.45,2.17,1.7,7.62, repro
2012-06-01,-14.95,-79.76,-3.56,2.23,1.71,7.85, repro
2012-06-02,-15.16,-79.21,0.39,2.3,1.76,8.08, repro
2012-06-03,-13.85,-78.77,-8.39,2.1,1.62,7.4, repro
2012-06-04,-14.69,-78.86,-2.71,2.38,1.81,8.4, repro
2012-06-05,-14.56,-79.11,-10.27,2.13,1.64,7.47, repro
2012-06-06,-14.64,-79.18,-10.79,2.15,1.65,7.58, repro
2012-06-07,-15.95,-79.66,-7.2,2.24,1.73,7.88, repro
2012-06-08,-14.85,-78.76,-2.86,2.19,1.7,7.7, repro
2012-06-09,-13.76,-78.49,-6.05,2.15,1.68,7.57, repro
2012-06-10,-13.94,-80.07,-6.82,2.15,1.67,7.45, repro
2012-06-11,-14.08,-80.18,-8.83,2.16,1.69,7.63, repro
2012-06-12,-14.9,-80.02,-1.86,2.2,1.71,7.7, repro
2012-06-13,-15.47,-79.59,-8.58,2.16,1.67,7.56, repro
2012-06-14,-14.71,-80.75,-3.89,2.15,1.67,7.59, repro
2012-06-15,-14.25,-79.96,-9.23,2.18,1.7,7.7, repro
2012-06-16,-15.48,-81.49,-8.87,2.27,1.75,8, repro
2012-06-17,-15.14,-80.93,-7.19,2.32,1.78,8.16, repro
2012-06-18,-14.65,-80.7,-3.76,2.13,1.68,7.55, repro
2012-06-19,-15.06,-81.02,-3.95,2.14,1.68,7.54, repro
2012-06-20,-14.4,-81.75,-10.05,2.12,1.65,7.5, repro
2012-06-21,-15.61,-81.51,-9.29,2.16,1.69,7.65, repro
2012-06-22,-13.15,-81.78,-6.33,2.24,1.73,7.86, repro
2012-06-23,-16.16,-81.82,0.78,2.18,1.7,7.71, repro
2012-06-24,-14.38,-80.69,-3.41,2.11,1.63,7.39, repro
2012-06-25,-14.93,-79.35,-6.46,2.43,1.85,8.5, repro
2012-06-26,-13.9,-81.16,-8.37,2.16,1.66,7.59, repro
2012-06-27,-12.58,-81.44,-3.77,2.12,1.64,7.45, repro
2012-06-28,-12.93,-80.78,-5.26,2.21,1.73,7.85, repro
2012-06-29,-13.48,-80.65,-4.2,2.21,1.69,7.79, repro
2012-06-30,-12.57,-78.77,-1.58,2.28,1.72,7.96, repro
2012-07-01,-14.12,-80.49,-3.59,2.23,1.7,7.84, repro
2012-07-02,-14.6,-81.5,-3.63,2.19,1.69,7.69, repro
2012-07-03,-13.09,-80.76,-8.25,2.15,1.65,7.59, repro
2012-07-04,-14.19,-81.84,-5.86,2.12,1.63,7.47, repro
2012-07-05,-13.86,-81.08,-6.69,2.18,1.7,7.7, repro
2012-07-06,-14.26,-79.31,-2.59,2.41,1.84,8.44, repro
2012-07-07,-13.88,-80.34,-8.39,2.16,1.65,7.59, repro
2012-07-08,-14.57,-81.36,-17.22,2.23,1.69,7.86, repro
2012-07-09,-15.28,-83.51,-9.43,2.2,1.68,7.76, repro
2012-07-10,-14.26,-81.48,-4.87,2.18,1.67,7.7, repro
2012-07-11,-14.21,-80.48,-11.41,2.21,1.68,7.81, repro
2012-07-12,-14.29,-81.91,-4.33,2.18,1.66,7.74, repro
2012-07-13,-13.5,-81.3,-6.15,2.24,1.7,7.88, repro
2012-07-14,-14.59,-81.97,-5.69,2.22,1.71,7.77, repro
2012-07-15,-13.9,-80.59,-4,2.22,1.7,7.79, repro
2012-07-16,-14.61,-80.95,-7.79,2.24,1.72,7.89, repro
2012-07-17,-14.15,-80.9,-6.32,2.24,1.72,7.88, repro
2012-07-18,-13.27,-81.27,-9.88,2.22,1.69,7.79, repro
2012-07-19,-13.96,-81.35,-2.57,2.21,1.7,7.8, repro
2012-07-20,-13.87,-80.97,-3.79,2.23,1.72,7.96, repro
2012-07-21,-15.37,-84.07,-14.98,2.64,2.07,9.67, repro
2012-07-22,-13.8,-80.44,-9.7,2.2,1.68,7.82, repro
2012-07-23,-15.61,-81.86,-5.17,2.23,1.7,7.92, repro
2012-07-24,-14.7,-82.97,-10.78,2.24,1.71,7.98, repro
2012-07-25,-14.85,-82.32,2.79,2.18,1.68,7.75, repro
2012-07-26,-13.84,-81.82,-4.16,2.19,1.69,7.77, repro
2012-07-27,-13.95,-83.06,-5.7,2.22,1.72,7.89, repro
2012-07-28,-13.72,-82.68,-9.21,2.16,1.64,7.61, repro
2012-07-29,-14.46,-82.49,-3.51,2.14,1.64,7.56, repro
2012-07-30,-13.82,-81.86,-5.6,2.19,1.69,7.84, repro
2012-07-31,-14.36,-82.02,-3.27,2.21,1.69,7.83, repro
2012-08-01,-13.28,-83.12,-2.35,2.26,1.72,7.94, repro
2012-08-02,-12.58,-82.32,-11.78,2.23,1.69,7.84, repro
2012-08-03,-13.92,-82.61,-2.33,2.18,1.66,7.69, repro
2012-08-04,-13.18,-82.97,-0.4,2.19,1.67,7.73, repro
2012-08-05,-12.58,-83.33,-0.24,2.39,1.8,8.48, repro
2012-08-06,-14.47,-82.05,-1.36,2.29,1.73,8.03, repro
2012-08-07,-13.23,-81.73,1.05,2.29,1.75,7.99, repro
2012-08-08,-12.89,-82.57,-6.64,2.32,1.77,8.26, repro
2012-08-09,-12.96,-82.76,5.43,3.23,2.59,11.67, repro
2012-08-10,-12.47,-83.14,2.86,2.17,1.64,7.63, repro
2012-08-11,-13.1,-82.51,3.17,2.21,1.67,7.75, repro
2012-08-12,-13.77,-83.82,-1.27,2.21,1.65,7.71, repro
2012-08-13,-13.16,-83.88,-2.37,2.27,1.7,7.91, repro
2012-08-14,-12.77,-84.41,0.15,2.27,1.7,7.86, repro
2012-08-15,-12.66,-83.31,0.39,2.19,1.66,7.68, repro
2012-08-16,-14.36,-83.12,2.26,2.38,1.79,8.37, repro
2012-08-17,-14.33,-83.15,-1.83,2.28,1.74,8.02, repro
2012-08-18,-14.68,-82.18,-1.73,2.33,1.76,8.13, repro
2012-08-19,-13.66,-84.13,-4.24,2.22,1.67,7.82, repro
2012-08-20,-13.75,-84.03,0.69,2.15,1.63,7.58, repro
2012-08-21,-13.17,-83.32,1.63,2.22,1.67,7.82, repro
2012-08-22,-13.08,-83.08,-1.26,2.19,1.66,7.72, repro
2012-08-23,-14.05,-84.45,4.21,2.17,1.63,7.63, repro
2012-08-24,-13.15,-83.34,2.33,2.21,1.66,7.72, repro
2012-08-25,-14.57,-84.45,1.78,2.19,1.65,7.7, repro
2012-08-26,-13.11,-82.85,-3.55,2.27,1.7,7.92, repro
2012-08-27,-12.43,-82.01,-9.26,2.32,1.74,8.21, repro
2012-08-28,-13.69,-83.82,-3.6,2.2,1.68,7.8, repro
2012-08-29,-15.38,-83.66,1.03,2.26,1.72,8.07, repro
2012-08-30,-14.74,-86.35,-8.13,2.21,1.68,7.81, repro
2012-08-31,-13.99,-83.88,-2.48,2.15,1.63,7.6, repro
2012-09-01,-13.88,-84.05,1.5,2.2,1.66,7.72, repro
2012-09-02,-13,-83.68,1.84,2.17,1.65,7.66, repro
2012-09-03,-14.25,-83.6,-3.47,2.22,1.68,7.86, repro
2012-09-04,-14.63,-84.14,-5.03,2.23,1.7,7.83, repro
2012-09-05,-14.32,-83.71,-2.54,2.23,1.69,7.87, repro
2012-09-06,-14.43,-83.05,-3.31,2.2,1.7,7.77, repro
2012-09-07,-12.51,-83.3,-2.51,2.13,1.64,7.5, repro
2012-09-08,-14.33,-83.61,0.4,2.26,1.74,7.98, repro
2012-09-09,-13.16,-84.03,-6.47,2.15,1.65,7.6, repro
2012-09-10,-14.07,-84.25,-1.46,2.22,1.71,7.93, repro
2012-09-11,-14.62,-84.39,-0.01,2.2,1.69,7.85, repro
2012-09-12,-12.98,-84.5,-0.12,2.2,1.69,7.78, repro
2012-09-13,-13.71,-83.83,3.32,2.17,1.67,7.7, repro
2012-09-14,-13.81,-85.09,-10.53,2.2,1.68,7.84, repro
2012-09-15,-12.63,-84.32,-6.46,2.16,1.64,7.58, repro
2012-09-16,-13.8,-85.14,-9.81,2.14,1.64,7.66, repro
2012-09-17,-14.83,-84.49,-2.54,2.16,1.63,7.6, repro
2012-09-18,-14.06,-85.83,-0.56,2.17,1.63,7.62, repro
2012-09-19,-15.04,-85.5,4.67,2.16,1.65,7.6, repro
2012-09-20,-13.58,-85.2,-4.9,2.11,1.6,7.5, repro
2012-09-21,-15.44,-84.83,-2.62,2.13,1.63,7.47, repro
2012-09-22,-14.7,-85.68,0.74,2.16,1.64,7.6, repro
2012-09-23,-14.21,-86.56,-0.34,2.23,1.69,7.91, repro
2012-09-24,-13.98,-86.12,-4.49,2.2,1.68,7.65, repro
2012-09-25,-13.24,-85.96,-3.79,2.18,1.67,7.67, repro
2012-09-26,-13.04,-86.59,-6.72,2.17,1.66,7.61, repro
2012-09-27,-14.25,-85.7,-3.08,2.14,1.64,7.49, repro
2012-09-28,-15.89,-85.99,1.34,2.17,1.66,7.65, repro
2012-09-29,-14.77,-85.66,-2.43,2.13,1.63,7.54, repro
2012-09-30,-14.22,-85.59,-2.45,2.09,1.61,7.43, repro
2012-10-01,-14.44,-85.28,-3.46,2.13,1.62,7.54, repro
2012-10-02,-14.22,-85.04,0.27,2.15,1.66,7.64, repro
2012-10-03,-14.45,-84.83,-0.51,2.17,1.66,7.67, repro
2012-10-04,-14.77,-84.94,0.17,2.09,1.61,7.39, repro
2012-10-05,-13.75,-86.23,-0.27,2.1,1.64,7.48, repro
2012-10-06,-14.47,-85.74,-0.75,2.16,1.67,7.65, repro
2012-10-07,-16.01,-85.58,2.14,2.18,1.71,7.77, repro
2012-10-08,-14.42,-84.63,1.2,2.22,1.71,7.87, repro
2012-10-09,-15.29,-86.03,3.11,2.22,1.72,7.92, repro
2012-10-10,-14.7,-85.96,-1.37,2.13,1.66,7.55, repro
2012-10-11,-14.45,-86.57,-0.2,2.15,1.69,7.64, repro
2012-10-12,-15.5,-86.8,3.05,2.17,1.69,7.72, repro
2012-10-13,-14.34,-84.37,-4.43,2.27,1.74,8.11, repro
2012-10-14,-14.95,-86.12,1.49,2.19,1.7,7.78, repro
2012-10-15,-14.64,-85.46,1.36,2.25,1.72,7.93, repro
2012-10-16,-13.05,-87.75,8.97,2.45,1.9,8.82, repro
2012-10-17,-14.1,-85.89,2,2.16,1.69,7.65, repro
2012-10-18,-15.71,-85.7,9.47,2.13,1.66,7.59, repro
2012-10-19,-14.03,-85.06,3.44,2.24,1.75,7.95, repro
2012-10-20,-14.51,-86.86,2.21,2.2,1.73,7.81, repro
2012-10-21,-14.33,-86.83,4.32,2.12,1.68,7.54, repro
2012-10-22,-15.62,-88.63,-1.9,2.3,1.79,8.18, repro
2012-10-23,-15.86,-88.08,-2.58,2.31,1.8,8.15, repro
2012-10-24,-13.01,-85.93,-3.42,2.35,1.82,8.33, repro
2012-10-25,-14.48,-85.49,-10.8,2.16,1.69,7.71, repro
2012-10-26,-15.92,-87.4,-7.18,2.35,1.81,8.24, repro
2012-10-27,-14.94,-85.93,0.7,2.18,1.74,7.82, repro
2012-10-28,-14.95,-87.1,-4.95,2.17,1.73,7.81, repro
2012-10-29,-13.84,-86.92,-3.24,2.2,1.72,7.85, repro
2012-10-30,-16.33,-87.52,2.69,2.27,1.79,8.05, repro
2012-10-31,-14.96,-88.33,-0.89,2.3,1.77,8.17, repro
2012-11-01,-15.48,-87.75,-1.67,2.31,1.79,8.22, repro
2012-11-02,-14.9,-86.3,1.05,2.24,1.74,7.92, repro
2012-11-03,-13.7,-86.98,-2.13,2.22,1.73,7.9, repro
2012-11-04,-13.95,-87.11,-7.41,2.18,1.7,7.77, repro
2012-11-05,-14.88,-87.46,-4.08,2.16,1.69,7.68, repro
2012-11-06,-14.01,-85.42,-6.63,2.2,1.72,7.84, repro
2012-11-07,-15.24,-86.33,-1.24,2.24,1.74,8, repro
2012-11-08,-14.88,-87.77,3.89,2.26,1.75,8.05, repro
2012-11-09,-13.63,-88.79,-2.59,2.16,1.68,7.7, repro
2012-11-10,-14.32,-87.27,-2.87,2.26,1.75,8.05, repro
2012-11-11,-14.56,-86.83,-3.43,2.15,1.66,7.6, repro
2012-11-12,-13.97,-84.7,-3.21,2.17,1.67,7.67, repro
2012-11-13,-14.05,-86.56,-4.62,2.3,1.77,8.17, repro
2012-11-14,-12.99,-87.21,-4.93,2.15,1.65,7.62, repro
2012-11-15,-14.04,-86.33,-6.87,2.18,1.67,7.77, repro
2012-11-16,-14.36,-86.45,-5.91,2.15,1.67,7.61, repro
2012-11-17,-15.98,-87.59,1.96,2.23,1.72,7.95, repro
2012-11-18,-13.68,-87.7,1.77,2.23,1.73,7.88, repro
2012-11-19,-14.54,-88.02,-0.29,2.11,1.65,7.48, repro
2012-11-20,-15.78,-87.74,-2.13,2.38,1.84,8.5, repro
2012-11-21,-14.53,-86.72,-2.66,2.3,1.79,8.22, repro
2012-11-22,-13.46,-85.12,-13.6,2.12,1.67,7.54, repro
2012-11-23,-14.37,-85.24,-9.88,2.15,1.69,7.63, repro
2012-11-24,-14.36,-85.7,-3,2.18,1.7,7.68, repro
2012-11-25,-11.86,-85.93,-4.93,2.18,1.71,7.73, repro
2012-11-26,-13.44,-86.4,-7.64,2.16,1.69,7.68, repro
2012-11-27,-15.45,-87.24,-7.26,2.19,1.72,7.81, repro
2012-11-28,-16.13,-88.1,-9.28,2.29,1.76,8.11, repro
2012-11-29,-16.11,-87.11,2.97,2.23,1.75,7.96, repro
2012-11-30,-14.54,-89.41,3.8,2.44,1.88,8.68, repro
2012-12-01,-16.23,-88.22,-6.25,2.36,1.84,8.5, repro
2012-12-02,-14.55,-88.01,-4.64,2.26,1.76,8.07, repro
2012-12-03,-13.88,-87.2,-2.56,2.24,1.73,7.82, repro
2012-12-04,-14.77,-85.56,-7.58,2.29,1.79,8.01, repro
2012-12-05,-14.65,-86.77,-2.37,2.19,1.72,7.63, repro
2012-12-06,-14.19,-85.81,-9.17,2.11,1.72,7.45, repro
2012-12-07,-13.48,-85.98,-13.21,2.14,1.71,7.54, repro
2012-12-08,-15.19,-86.38,-8.97,2.1,1.67,7.33, repro
2012-12-09,-13.45,-85.66,-9.01,2.08,1.67,7.28, repro
2012-12-10,-14.83,-85.68,-7.74,2.1,1.65,7.3, repro
2012-12-11,-14.21,-86.94,-2.14,2.17,1.72,7.55, repro
2012-12-12,-14.63,-88.66,-4.7,2.19,1.74,7.68, repro
2012-12-13,-14.2,-87.82,-3.19,2.11,1.68,7.37, repro
2012-12-14,-15.14,-87.89,3.24,2.06,1.65,7.21, repro
2012-12-15,-14.2,-86.8,1.33,2.08,1.64,7.24, repro
2012-12-16,-13.38,-87.47,3.58,2.16,1.74,7.61, repro
2012-12-17,-15.67,-89.48,2.84,2.39,1.85,8.34, repro
2012-12-18,-14.37,-88.34,-8.35,2.24,1.77,7.88, repro
2012-12-19,-14.41,-88.06,-0.01,2.06,1.63,7.15, repro
2012-12-20,-14.11,-87.05,-1.62,2.11,1.7,7.47, repro
2012-12-21,-13.58,-88.53,2.67,2.16,1.69,7.49, repro
2012-12-22,-14.42,-88.1,-2.96,2.19,1.7,7.56, repro
2012-12-23,-13.68,-87.81,-5.13,2.27,1.77,7.94, repro
2012-12-24,-15.04,-87.49,-13.37,2.17,1.73,7.62, repro
2012-12-25,-14.58,-87.89,-9.27,2.2,1.73,7.64, repro
2012-12-26,-15.35,-87.82,-7.09,2.19,1.7,7.56, repro
2012-12-27,-14.28,-86.85,1.68,2.07,1.62,7.13, repro
2012-12-28,-14.37,-86.75,-8.33,2.09,1.65,7.25, repro
2012-12-29,-14.17,-86.69,-7.92,2.08,1.61,7.18, repro
2012-12-30,-14.8,-86.27,-10.05,2.07,1.61,7.15, repro
2012-12-31,-14.08,-86.42,-9.58,2.16,1.66,7.46, repro
2013-01-01,-15.07,-84.9,-10.68,2.07,1.65,7.29, repro
2013-01-02,-13.07,-85.07,-13.66,2.04,1.63,7.2, repro
2013-01-03,-13.58,-87.48,-10.43,2.07,1.66,7.33, repro
2013-01-04,-15.33,-87.19,-6.7,2.06,1.63,7.23, repro
2013-01-05,-13.24,-85.2,-20.31,2.1,1.69,7.37, repro
2013-01-06,-14.34,-86.72,-11.2,2.05,1.61,7.18, rern6
2013-01-07,-13.21,-86.78,-5.87,2.14,1.67,7.52, rern6
2013-01-08,-12.32,-86.54,-12.91,2.07,1.62,7.3, rern6
2013-01-09,-15.01,-88.81,-2.67,2.24,1.73,7.84, rern6
2013-01-10,-14.87,-88.77,-8.52,2.23,1.73,7.79, rern6
2013-01-11,-15.14,-88.34,-5.14,2.12,1.63,7.39, rern6
